time_point,k1_delta,k1_delta_conf,k1_S1,k1_S1_conf,k2_delta,k2_delta_conf,k2_S1,k2_S1_conf
0.10101010101010101,0.908934142475847,0.0017797919566391123,0.9971974545229401,9.339090319664363e-05,0.05002336377951537,0.004723826350919588,0.0035331170369792206,0.002368524426290451
0.20202020202020202,0.9063595222992974,0.0018429514672515944,0.9971168973508516,9.223858752164977e-05,0.048270633502667165,0.005258554743009484,0.002748822666479727,0.002077461396004708
0.30303030303030304,0.905324378737745,0.0019609393568256047,0.9972395573121912,8.867560031890335e-05,0.03884524216265718,0.004735209887932192,0.0020152607939339447,0.002098364636896147
0.40404040404040403,0.902553272983946,0.0017192563451117074,0.9972403833789801,9.081392577702035e-05,0.04764175771195214,0.0052615446324571925,0.003600721970721709,0.0018506721887580472
0.5050505050505051,0.9050297289364334,0.0020475965543309852,0.9972324404449165,9.418764668451697e-05,0.03471180526748325,0.004644443202806985,0.0023309451394733127,0.0022892619110162302
0.6060606060606061,0.9052142270310765,0.0017190788389424053,0.9971964553848006,9.492742657205033e-05,0.04091201551109383,0.0047800361574897796,0.004655200241216747,0.002168006229976408
0.7070707070707071,0.9076794621101292,0.0017642498963982083,0.9972221253655749,8.382916152280486e-05,0.03942359417388212,0.004921951404329323,0.004824418258858429,0.0018559273114678793
0.8080808080808081,0.9031768227133664,0.0017817625106919268,0.9972216210300802,8.570057333351923e-05,0.03303907799076688,0.0050480043117304444,0.003504395320806004,0.0019473763781434764
0.9090909090909091,0.9050895656342469,0.0018147576564111394,0.9971610585362558,9.803798944192563e-05,0.04276016460916183,0.004839517213299772,0.0029239679115676404,0.0016431776711298778
1.0101010101010102,0.9059956188170168,0.0020258920985892865,0.9970660787255777,9.961459605638449e-05,0.043651110696357104,0.004734991521066268,0.0013683850205445203,0.0020960572000187482
1.1111111111111112,0.9033993064473558,0.002016294893679573,0.9971517455114713,9.40290641350204e-05,0.03705493471371813,0.005089111674254558,0.0024659208254094616,0.0021362014336962806
1.2121212121212122,0.9066403518512526,0.002089445318209379,0.9971138779843688,0.00010348457698516257,0.03785906479051884,0.005198970746854996,0.0036468263700082633,0.00204234985168189
1.3131313131313131,0.9039524282141967,0.0021427381910384758,0.9970204488479205,9.726424462607e-05,0.04276580009210828,0.005093274162993318,0.0031160607102833082,0.002225574704270495
1.4141414141414141,0.9083538239979778,0.0019643109416099007,0.9971840802163229,0.0001062262345170728,0.038166688363504286,0.005646138453466472,0.0012754864211971314,0.0018594066736569328
1.5151515151515151,0.9038858642682545,0.002366387889895246,0.9971351060719837,9.648861677406451e-05,0.04721900175400778,0.004663348564362554,0.002621699067531752,0.0020416132774971124
1.6161616161616161,0.9053369642420702,0.002308895454695462,0.9971131096028935,0.00010873988309521767,0.038269071780707244,0.004985002017057565,0.0013683422576193348,0.002218898527190433
1.7171717171717171,0.9044545510490468,0.0023041349980501146,0.9971571998140282,0.00011430788283470692,0.04415652328639185,0.005191131998566089,0.002450810110638814,0.00226004715900945
1.8181818181818181,0.9049003860470619,0.0019770393494651034,0.9969289487766942,0.00011517457429003453,0.04247328163877342,0.005319440850771264,0.003764207174019979,0.0022507751497726157
1.9191919191919191,0.9028396286018834,0.00180449626720682,0.9970136055158664,0.00011237994911245427,0.047460206335985494,0.005201908159649529,0.003899092080250211,0.0026305626728348667
2.0202020202020203,0.9035224930501964,0.0023022629866174538,0.9970791074633956,0.00011289030165315991,0.0427716368375145,0.005051364130339227,0.0033705493354584583,0.0018190727705027197
2.121212121212121,0.8987640016195645,0.002044295848709614,0.9969592557881686,0.00012329767522677076,0.045842848486981926,0.004774710082027248,0.003532546766390407,0.002275128833926103
2.2222222222222223,0.9069400005719445,0.002315998651402707,0.9970047572717061,0.00011567521090728279,0.03628338872840734,0.005053313671174556,0.002992499274236459,0.0022227334769661746
2.323232323232323,0.8981306952836734,0.002462541335672068,0.9968935790617203,0.0001276278746200015,0.03836508432088173,0.005050269893753179,0.0027255473312566263,0.0023065686429542347
2.4242424242424243,0.908139830346031,0.0028833677399936275,0.9969471996274856,0.00014059547148835599,0.051033323156572455,0.00518698863515289,0.0032132527706515545,0.0021277306917789093
2.525252525252525,0.9017561269796711,0.002475137967887985,0.9969313342368027,0.0001375025733793497,0.04107826889348146,0.005098381126470367,0.0039666356190550724,0.0019109724952744414
2.6262626262626263,0.9065114966915437,0.0028044936093681947,0.9969451683270362,0.00012369902090846014,0.04021754786459261,0.005160922975926252,0.0028847638769728314,0.0023451299702176714
2.727272727272727,0.8981728160283131,0.0025792510256186347,0.9969235307611596,0.0001439892990941116,0.033696238304654895,0.005057612217935368,0.002225659894170551,0.002175271784525927
2.8282828282828283,0.904992413699167,0.0026132986633904225,0.9968154844307736,0.00014039334657545334,0.04614222484349649,0.005560484365460403,0.0033592842545247525,0.0019352315953620846
2.929292929292929,0.9004940562826004,0.0030448043599810683,0.9969165404367333,0.00012656463474800797,0.04046479112390381,0.004709289189436276,0.004191725973803644,0.0020409715053455175
3.0303030303030303,0.9026738433144996,0.0029075202867461752,0.9968070810922861,0.00014160893953913344,0.04859204817332899,0.005484780483467352,0.003659487742305091,0.0020438100248678158
