time_point,kpAA_ST,kpAA_ST_conf,kpAB_ST,kpAB_ST_conf,kpBA_ST,kpBA_ST_conf,kpBB_ST,kpBB_ST_conf,kdBB_ST,kdBB_ST_conf,fA_ST,fA_ST_conf
10.526315789473685,0.02172092266333717,0.02946054589693107,0.04900531756816265,0.052138237948300116,0.55388664534406,0.24960456714409443,0.6052794015450497,0.5058074951835175,0.058538292272211356,0.0918552014631798,0.27329174428945135,0.22134447898565857
21.05263157894737,0.061899820087075896,0.06714264507840068,0.1048636608565349,0.07358326396634031,0.46551564564034736,0.2448001549386505,0.6495731934978525,0.48335920116453557,0.08573139885252376,0.12301964858589724,0.2537175741693453,0.19655281370284763
31.578947368421055,0.09246661142175756,0.08191134275938983,0.13665031017182752,0.08044689008923386,0.39923713751250245,0.18760030642643397,0.6574667366351994,0.47388407570356883,0.09614814387648525,0.1302391140003729,0.22880926318271025,0.16068509566348918
42.10526315789474,0.11067100374959765,0.08922334707085634,0.15324133119484812,0.09936599624511055,0.3576896406996859,0.179372629202055,0.6498156927584426,0.43536161419976566,0.10156407821621984,0.138532360405931,0.2108344102323171,0.17400468824605916
52.631578947368425,0.12106913073233545,0.09778051750641897,0.16195058714422275,0.10477407741426412,0.3314854133810937,0.17811615038840553,0.6384723705773838,0.4344406233037768,0.10595394484580835,0.1297285888515016,0.1983396261164302,0.11858842134359929
63.15789473684211,0.12738380666672144,0.08838651750570026,0.16661085043535134,0.12016194366001286,0.31443708813743354,0.15967683976937944,0.6271432249977342,0.3327053089342511,0.11054734472703615,0.15375060727472653,0.19011804378155792,0.1237617399443277
73.6842105263158,0.13141874751046992,0.09721667348288991,0.16915135383046723,0.08369802162628695,0.30315654801287156,0.16556197321312177,0.6168922120267518,0.3412811716725472,0.11564638773454661,0.12470624869545692,0.18473135129714796,0.09773972992966441
84.21052631578948,0.13413392522466303,0.10184866305751634,0.17058705977018496,0.10352302914325988,0.2956991372359978,0.1823460325111779,0.6080766552343061,0.36366785438570404,0.12118287690582193,0.1658600647070109,0.18147986477884023,0.14284794923674768
94.73684210526316,0.1360897673539759,0.1034124320810669,0.1714299069233134,0.10633583655416981,0.29079339435149104,0.17226714518591288,0.6006043390066248,0.40486181041503755,0.1269445820911732,0.1943720690114502,0.17937568641388651,0.13574532843261672
105.26315789473685,0.13754414303923648,0.09818205899762567,0.17192166716789403,0.09831354536271637,0.287435898625643,0.16094986025919272,0.5942499303136477,0.3527788855213373,0.13272897253226343,0.17536825042205179,0.17783310154485438,0.13469854582486854
115.78947368421053,0.1386366505649552,0.09788823127288289,0.17219163962277734,0.11627737320456567,0.2849489825156867,0.17695746506502913,0.5888258657286551,0.435735943492325,0.13839797947444232,0.18586121407035905,0.17667774255819496,0.13797644268292358
126.31578947368422,0.13946396117028273,0.11440368298401991,0.17231933188862336,0.12375381982387576,0.2830002838682146,0.1806647735027292,0.5841928665188866,0.4169923057876988,0.14386686496681828,0.20374206146416307,0.17580557161908905,0.12500352769599904
136.84210526315792,0.14009655957179698,0.10477367800867071,0.17235250099727084,0.10950148935878556,0.2814272981042307,0.1757489065967863,0.580229090628932,0.35036975033718337,0.14908460028570197,0.21115026578751828,0.17514377378579918,0.12031330704748881
147.3684210526316,0.1405937383847137,0.10059617836707051,0.17231999333509798,0.10496824674506203,0.2801237365778962,0.17059807019994883,0.5768291249009896,0.4014763450053768,0.1540240778566998,0.166448856629893,0.17464427302380406,0.13820906143785353
157.89473684210526,0.1410067902555205,0.10108273891277109,0.17223948841577022,0.1039660097386555,0.27901866566620404,0.17083973547435022,0.5739033043048802,0.40765487995400485,0.15867468944501675,0.2588646300918071,0.17427615227995122,0.12061503901039687
168.42105263157896,0.14135702677345435,0.10022674854713899,0.17212705882114426,0.12960174792456997,0.27806784411174584,0.17267988621294406,0.5713826707894241,0.3426610303546127,0.1630375130569639,0.26750866846787497,0.17400523776366023,0.12990027642715143
178.94736842105266,0.14165469185254378,0.11255492727382516,0.17199565375678774,0.12613670841810595,0.27724134668280515,0.18219638401100344,0.5692107547970903,0.41611232026084405,0.16711952219560292,0.2936049286707404,0.17380183768593982,0.11343310809176703
189.47368421052633,0.14191186142457218,0.10355547424811502,0.17185339384160242,0.10802692034747033,0.2765166634844111,0.16819726200033097,0.5673377330809011,0.4430270949595179,0.170929958901099,0.23380638566433423,0.17364711010654554,0.11565000577483424
200.0,0.14213835777360864,0.10308102867391025,0.1717056133313294,0.11689343038601979,0.27587636484514105,0.15634796063584364,0.5657207452412922,0.3267830914718178,0.17447937637093486,0.19857067272191403,0.1735285234424024,0.08909672531548786
