time_point,k1_delta,k1_delta_conf,k1_S1,k1_S1_conf,k2_delta,k2_delta_conf,k2_S1,k2_S1_conf
0.10101010101010101,0.7554715648080887,0.008450568767453365,0.9713930719591382,0.0032409664758930724,0.07611692648347014,0.017464831315303388,0.004705657533978246,0.013361955990660368
0.20202020202020202,0.7262920017596466,0.0073196115663068904,0.9701377935468781,0.003166218871544818,0.037354517807008845,0.016054522035368456,0.013625077782677535,0.016546408018144245
0.30303030303030304,0.743605612320688,0.0076789788055433746,0.9693657152206138,0.0029262079937370563,0.03323161743201324,0.01856097273192379,0.0195128160560069,0.014645092222309674
0.40404040404040403,0.7426552155153054,0.00865328784020553,0.9724669688985055,0.0037028936914723495,0.05644343523449324,0.01613338573655814,0.020398217336013196,0.01492081490306237
0.5050505050505051,0.746217995934574,0.006713414260062864,0.9740621969248687,0.003526670869500925,0.026569589303684513,0.014979179007585693,0.019328621104759258,0.01402213296424919
0.6060606060606061,0.7497321897582954,0.00836990136387154,0.9712816306831031,0.0031672597457135894,0.05694909818181573,0.01618705373537205,0.013310331024506444,0.013942173937032351
0.7070707070707071,0.7436031878355709,0.007581675792688544,0.9707906057774934,0.0035872181926085026,0.032434636240833085,0.015523737111522069,0.008813111440683388,0.015302273037592826
0.8080808080808081,0.7439497308290932,0.008217406298874009,0.9727598084941163,0.0031463375666427595,0.07242071396900666,0.017644274298376214,0.02834644943288513,0.015546127476077707
0.9090909090909091,0.7363974035832968,0.007341904361215367,0.9733031875432008,0.0032961996803923515,0.03031441729546802,0.017331623572831606,0.012076671636225899,0.01353535088483475
1.0101010101010102,0.7466102857039983,0.008292454254195522,0.9711873315167843,0.0035978915615208105,0.026261556844129216,0.01619538978779358,0.018680503161728937,0.0143742298376282
1.1111111111111112,0.748536710412069,0.007152243887276152,0.9706585348465369,0.003859234311797826,0.038402747554719785,0.017809145938597736,0.007293838281463939,0.015321163052439649
1.2121212121212122,0.7572501415791402,0.0069886533180541005,0.9695466915828556,0.003719139575098205,0.0696639337370862,0.014895177430045843,0.007571505258657167,0.013631297871446933
1.3131313131313131,0.7489222990652364,0.008432194760975209,0.9696606373540072,0.003724143426164559,0.04369286358003641,0.01625173949571376,0.015098710391429706,0.014171397858588411
1.4141414141414141,0.7489272151327918,0.008848559244148482,0.9709480610610833,0.0031623039386330315,0.06725952619285708,0.017724793103128994,0.002906922400291936,0.015358228642120426
