,kp,kt,kd,var
39,0.1,1e-09,0.018329807108324377,0.66556624393183
40,0.1,10000000.0,33598182862837.812,1.145397114332277e-05
41,0.1,1438449.888287663,4832930238571.753,5.354171030782883e-06
42,0.1,206913.80811147904,695192796177.5607,3.41578816635269e-06
43,0.1,29763.51441631319,100000000000.0,3.5926887550385276e-06
44,0.1,4281.332398719396,14384498882.876633,4.0681422280786304e-06
45,0.1,615.8482110660267,2069138081.1147902,5.556508735102689e-06
46,0.1,88.58667904100832,297635144.16313195,1.3389701509670813e-05
47,0.1,12.742749857031349,42813323.987193964,0.00012292313926181813
48,0.1,1.8329807108324376,6158482.110660268,0.0028204959613540494
49,0.1,0.2636650898730361,885866.7904100834,0.047692413022021055
50,0.1,0.03792690190732254,127427.4985703135,0.23467871088922915
51,0.1,0.005455594781168515,18329.80710832434,0.46948465419741986
52,0.1,0.0007847599703514623,2636.650898730361,0.5670706312618318
53,0.1,0.0001128837891684693,379.26901907322616,0.5836411157141365
54,0.1,1.6237767391887242e-05,54.55594781168526,0.5860958995931896
55,0.1,2.3357214690901215e-06,7.847599703514608,0.5866396077566
56,0.1,3.3598182862837884e-07,1.1288378916846908,0.5880411033293936
57,0.1,4.832930238571773e-08,0.16237767391887278,0.5976960640512613
58,0.1,6.951927961775619e-09,0.02335721469090126,0.6523465965022639
59,0.1,1e-09,0.0033598182862837815,0.7285430005149846
60,0.1,10000000.0,6158482110660.268,1.0623448576219157e-05
61,0.1,1438449.888287663,885866790410.0833,3.347788586608869e-06
62,0.1,206913.80811147904,127427498570.31349,3.4157541596908666e-06
63,0.1,29763.51441631319,18329807108.324375,3.592694366196089e-06
64,0.1,4281.332398719396,2636650898.730361,4.068120883868139e-06
65,0.1,615.8482110660267,379269019.0732254,5.556516329431124e-06
66,0.1,88.58667904100832,54555947.81168526,1.338959516707252e-05
67,0.1,12.742749857031349,7847599.703514624,0.00012292263468214164
68,0.1,1.8329807108324376,1128837.8916846907,0.002820494011535133
69,0.1,0.2636650898730361,162377.67391887243,0.047692410238074565
70,0.1,0.03792690190732254,23357.214690901266,0.2346787513871187
71,0.1,0.005455594781168515,3359.818286283781,0.46948506912598864
72,0.1,0.0007847599703514623,483.2930238571762,0.5670735708423029
73,0.1,0.0001128837891684693,69.51927961775634,0.5836619178962777
74,0.1,1.6237767391887242e-05,10.000000000000021,0.5862408637464165
75,0.1,2.3357214690901215e-06,1.4384498882876633,0.587650094826722
76,0.1,3.3598182862837884e-07,0.20691380811147947,0.5952606487534386
77,0.1,4.832930238571773e-08,0.02976351441631332,0.6406789667578577
78,0.1,6.951927961775619e-09,0.004281332398719404,0.7352648014365435
79,0.1,1e-09,0.0006158482110660267,0.3992795899954327
80,0.1,10000000.0,1128837891684.6885,7.083252756962807e-06
81,0.1,1438449.888287663,162377673918.8721,3.347775850645304e-06
82,0.1,206913.80811147904,23357214690.90122,3.415771764290364e-06
83,0.1,29763.51441631319,3359818286.283781,3.5927069760695272e-06
84,0.1,4281.332398719396,483293023.8571753,4.068136041996953e-06
85,0.1,615.8482110660267,69519279.61775605,5.556517235464214e-06
86,0.1,88.58667904100832,10000000.0,1.338967311552617e-05
87,0.1,12.742749857031349,1438449.8882876632,0.0001229223545696063
88,0.1,1.8329807108324376,206913.80811147904,0.002820495578718874
89,0.1,0.2636650898730361,29763.514416313195,0.04769244040786425
90,0.1,0.03792690190732254,4281.332398719396,0.23467898451951283
91,0.1,0.005455594781168515,615.8482110660254,0.4694872631425542
92,0.1,0.0007847599703514623,88.58667904100832,0.5670897353841821
93,0.1,0.0001128837891684693,12.742749857031374,0.583775473504529
94,0.1,1.6237767391887242e-05,1.8329807108324376,0.5870331210940446
95,0.1,2.3357214690901215e-06,0.2636650898730356,0.5932922078185627
96,0.1,3.3598182862837884e-07,0.03792690190732254,0.630625744791643
97,0.1,4.832930238571773e-08,0.005455594781168538,0.7325994467064667
98,0.1,6.951927961775619e-09,0.0007847599703514623,0.4623502952582399
99,0.1,1e-09,0.00011288378916846885,0.05977413386128233
100,0.1,10000000.0,206913808111.479,3.85676202270452e-06
101,0.1,1438449.888287663,29763514416.31319,3.6629667546997426e-06
102,0.1,206913.80811147904,4281332398.719396,3.415764715963248e-06
103,0.1,29763.51441631319,615848211.0660267,3.592694689825599e-06
104,0.1,4281.332398719396,88586679.04100832,4.068134094652627e-06
105,0.1,615.8482110660267,12742749.857031347,5.5564625998794705e-06
106,0.1,88.58667904100832,1832980.7108324375,1.3389675682780892e-05
107,0.1,12.742749857031349,263665.0898730361,0.00012292215554769175
108,0.1,1.8329807108324376,37926.901907322535,0.0028204980795853186
109,0.1,0.2636650898730361,5455.5947811685255,0.047692498014167715
110,0.1,0.03792690190732254,784.7599703514624,0.2346803348807349
111,0.1,0.005455594781168515,112.88378916846884,0.46949930065252476
112,0.1,0.0007847599703514623,16.237767391887242,0.5671778909204204
113,0.1,0.0001128837891684693,2.3357214690901307,0.5843958544141421
114,0.1,1.6237767391887242e-05,0.3359818286283788,0.5914359843912285
115,0.1,2.3357214690901215e-06,0.048329302385717525,0.6220885618232213
116,0.1,3.3598182862837884e-07,0.00695192796177562,0.7233592686575647
117,0.1,4.832930238571773e-08,0.0010000000000000041,0.5244326170939021
118,0.1,6.951927961775619e-09,0.00014384498882876658,0.08595785269857882
119,0.1,1e-09,2.06913808111479e-05,0.0029800691361161476
120,0.1,10000000.0,37926901907.32253,1.694814492945563e-05
121,0.1,1438449.888287663,5455594781.168526,3.418503934716366e-06
122,0.1,206913.80811147904,784759970.3514624,3.4157731796992424e-06
123,0.1,29763.51441631319,112883789.16846906,3.5927044115132147e-06
124,0.1,4281.332398719396,16237767.391887244,4.068129815885974e-06
125,0.1,615.8482110660267,2335721.469090126,5.556512440961964e-06
126,0.1,88.58667904100832,335981.8286283788,1.3389634637617323e-05
127,0.1,12.742749857031349,48329.30238571762,0.00012292312325188614
128,0.1,1.8329807108324376,6951.927961775619,0.002820498554076961
129,0.1,0.2636650898730361,1000.000000000002,0.04769278903110975
130,0.1,0.03792690190732254,143.84498882876662,0.23468758610185514
131,0.1,0.005455594781168515,20.6913808111479,0.469565056974441
132,0.1,0.0007847599703514623,2.976351441631325,0.5676593404485364
133,0.1,0.0001128837891684693,0.4281332398719413,0.5878274923726237
134,0.1,1.6237767391887242e-05,0.061584821106602794,0.6146734795016068
135,0.1,2.3357214690901215e-06,0.008858667904100833,0.7101602232662694
136,0.1,3.3598182862837884e-07,0.0012742749857031375,0.5831681435837942
137,0.1,4.832930238571773e-08,0.00018329807108324452,0.12042607462172239
138,0.1,6.951927961775619e-09,2.636650898730366e-05,0.00471554103923159
139,0.1,1e-09,3.792690190732254e-06,0.00010827196403397168
140,0.1,10000000.0,6951927961.775606,1.239641339764404e-05
141,0.1,1438449.888287663,1000000000.0000001,3.3477837680257883e-06
142,0.1,206913.80811147904,143844988.82876632,3.4157706836214317e-06
143,0.1,29763.51441631319,20691380.811147902,3.5926805087240306e-06
144,0.1,4281.332398719396,2976351.44163132,4.068129132771502e-06
145,0.1,615.8482110660267,428133.2398719396,5.556492530883639e-06
146,0.1,88.58667904100832,61584.82110660268,1.3389673858770455e-05
147,0.1,12.742749857031349,8858.667904100834,0.00012292324963239469
148,0.1,1.8329807108324376,1274.274985703135,0.002820534310819312
149,0.1,0.2636650898730361,183.29807108324377,0.047694499266954044
150,0.1,0.03792690190732254,26.366508987303614,0.2347271569071728
151,0.1,0.005455594781168515,3.7926901907322463,0.4699243587241842
152,0.1,0.0007847599703514623,0.5455594781168526,0.5703142458840751
153,0.1,0.0001128837891684693,0.07847599703514639,0.6064166624075514
154,0.1,1.6237767391887242e-05,0.011288378916846907,0.6948665800390428
155,0.1,2.3357214690901215e-06,0.0016237767391887213,0.6357441723611261
156,0.1,3.3598182862837884e-07,0.00023357214690901266,0.16378191994129437
157,0.1,4.832930238571773e-08,3.3598182862837956e-05,0.007411282426586091
158,0.1,6.951927961775619e-09,4.832930238571762e-06,0.00017495501646638535
159,0.1,1e-09,6.951927961775606e-07,3.6910662623444713e-06
160,0.1,10000000.0,1274274985.7031348,9.132521084531246e-06
161,0.1,1438449.888287663,183298071.08324376,3.347774828047085e-06
162,0.1,206913.80811147904,26366508.987303615,3.415783460089097e-06
163,0.1,29763.51441631319,3792690.190732254,3.592681659997995e-06
164,0.1,4281.332398719396,545559.4781168527,4.068131255992004e-06
165,0.1,615.8482110660267,78475.99703514624,5.556527996530572e-06
166,0.1,88.58667904100832,11288.378916846908,1.3389859980424914e-05
167,0.1,12.742749857031349,1623.7767391887246,0.00012292566412991452
168,0.1,1.8329807108324376,233.57214690901264,0.002820697611350427
169,0.1,0.2636650898730361,33.59818286283789,0.04770378234024148
170,0.1,0.03792690190732254,4.832930238571763,0.23494332595455397
171,0.1,0.005455594781168515,0.6951927961775606,0.47190715378630504
172,0.1,0.0007847599703514623,0.10000000000000021,0.5849897193209945
173,0.1,0.0001128837891684693,0.014384498882876691,0.6771827338019561
174,0.1,1.6237767391887242e-05,0.0020691380811147944,0.6786820361759182
175,0.1,2.3357214690901215e-06,0.000297635144163132,0.21556157216090144
176,0.1,3.3598182862837884e-07,4.281332398719405e-05,0.011550080024270513
177,0.1,4.832930238571773e-08,6.158482110660294e-06,0.00028233265175219355
178,0.1,6.951927961775619e-09,8.85866790410085e-07,5.988089344018606e-06
179,0.1,1e-09,1.274274985703135e-07,1.2434534179306108e-07
180,0.1,10000000.0,233572146.90901262,6.082578607998915e-06
181,0.1,1438449.888287663,33598182.86283788,3.4737989471206816e-06
182,0.1,206913.80811147904,4832930.238571763,3.4157629108705096e-06
183,0.1,29763.51441631319,695192.796177562,3.5926985664167898e-06
184,0.1,4281.332398719396,100000.00000000022,4.068148872758389e-06
185,0.1,615.8482110660267,14384.49888287666,5.5565649824459956e-06
186,0.1,88.58667904100832,2069.1380811147947,1.3390564952645577e-05
187,0.1,12.742749857031349,297.63514416313257,0.00012294270003453041
188,0.1,1.8329807108324376,42.813323987194046,0.002821600969490371
189,0.1,0.2636650898730361,6.15848211066028,0.04775472099379699
190,0.1,0.03792690190732254,0.8858667904100852,0.23613457623736653
191,0.1,0.005455594781168515,0.1274274985703135,0.48311654317932107
192,0.1,0.0007847599703514623,0.018329807108324412,0.6458330930999416
193,0.1,0.0001128837891684693,0.0026366508987303717,0.7080220600249256
194,0.1,1.6237767391887242e-05,0.00037926901907322613,0.2739459753093675
195,0.1,2.3357214690901215e-06,5.4555947811685265e-05,0.017812516015478813
196,0.1,3.3598182862837884e-07,7.84759970351464e-06,0.0004548468655588612
197,0.1,4.832930238571773e-08,1.1288378916846955e-06,9.712206707444274e-06
198,0.1,6.951927961775619e-09,1.6237767391887275e-07,2.0187568957212767e-07
199,0.1,1e-09,2.3357214690901264e-08,4.179831721225535e-09
200,0.1,10000000.0,42813323.98719396,1.4855119407890105e-05
201,0.1,1438449.888287663,6158482.110660267,3.3477800532452126e-06
202,0.1,206913.80811147904,885866.7904100834,3.4157638295997035e-06
203,0.1,29763.51441631319,127427.49857031347,3.5927032326757864e-06
204,0.1,4281.332398719396,18329.807108324378,4.068186113825901e-06
205,0.1,615.8482110660267,2636.650898730361,5.5568968475954474e-06
206,0.1,88.58667904100832,379.2690190732254,1.3394452090353185e-05
207,0.1,12.742749857031349,54.555947811685265,0.00012303213860103378
208,0.1,1.8329807108324376,7.847599703514623,0.0028265477017251177
209,0.1,0.2636650898730361,1.1288378916846908,0.04803951865455185
210,0.1,0.03792690190732254,0.16237767391887245,0.24295631757613134
211,0.1,0.005455594781168515,0.023357214690901216,0.5342266719864549
212,0.1,0.0007847599703514623,0.003359818286283788,0.7127651966583534
213,0.1,0.0001128837891684693,0.00048329302385717723,0.3357433524805786
214,0.1,1.6237767391887242e-05,6.951927961775619e-05,0.027117482749306924
215,0.1,2.3357214690901215e-06,1e-05,0.0007312107805986684
216,0.1,3.3598182862837884e-07,1.4384498882876661e-06,1.574749944930928e-05
217,0.1,4.832930238571773e-08,2.069138081114799e-07,3.277322475439661e-07
218,0.1,6.951927961775619e-09,2.9763514416313254e-08,6.786897933223875e-09
219,0.1,1e-09,4.281332398719396e-09,1.4045332971533646e-10
220,0.1,10000000.0,7847599.7035146225,8.012256759307128e-06
221,0.1,1438449.888287663,1128837.8916846907,3.3477803897920608e-06
222,0.1,206913.80811147904,162377.67391887246,3.415766558707949e-06
223,0.1,29763.51441631319,23357.21469090126,3.5927258811710343e-06
224,0.1,4281.332398719396,3359.8182862837884,4.068396633875167e-06
225,0.1,615.8482110660267,483.2930238571762,5.558689676940321e-06
226,0.1,88.58667904100832,69.5192796177562,1.3415143828523753e-05
227,0.1,12.742749857031349,10.000000000000021,0.00012352688053390308
228,0.1,1.8329807108324376,1.438449888287666,0.0028549150947082946
229,0.1,0.2636650898730361,0.20691380811147944,0.049817808833162835
230,0.1,0.03792690190732254,0.029763514416313256,0.2775126160500623
231,0.1,0.005455594781168515,0.004281332398719396,0.6349645521313422
232,0.1,0.0007847599703514623,0.0006158482110660279,0.39555144357281
233,0.1,0.0001128837891684693,8.858667904100868e-05,0.04062450797414429
234,0.1,1.6237767391887242e-05,1.2742749857031373e-05,0.0011723121074829798
235,0.1,2.3357214690901215e-06,1.8329807108324377e-06,2.5523022557147843e-05
236,0.1,3.3598182862837884e-07,2.6366508987303665e-07,5.320217099172651e-07
237,0.1,4.832930238571773e-08,3.79269019073227e-08,1.101998171289627e-08
238,0.1,6.951927961775619e-09,5.455594781168537e-09,2.2805563015182017e-10
239,0.1,1e-09,7.847599703514624e-10,4.720204350883029e-12
240,0.1,10000000.0,1438449.888287666,7.041513464913959e-06
241,0.1,1438449.888287663,206913.80811147945,3.3477788307540216e-06
242,0.1,206913.80811147904,29763.514416313257,3.4157957663483957e-06
243,0.1,29763.51441631319,4281.332398719404,3.592887350352495e-06
244,0.1,4281.332398719396,615.8482110660281,4.069540999900795e-06
245,0.1,615.8482110660267,88.5866790410085,5.568442907590336e-06
246,0.1,88.58667904100832,12.742749857031374,1.3530628864760136e-05
247,0.1,12.742749857031349,1.8329807108324414,0.00012641189507884567
248,0.1,1.8329807108324376,0.26366508987303666,0.00306128543829371
249,0.1,0.2636650898730361,0.03792690190732262,0.0611377101315214
250,0.1,0.03792690190732254,0.005455594781168537,0.3864083128887983
251,0.1,0.005455594781168515,0.0007847599703514623,0.43156460061665725
252,0.1,0.0007847599703514623,0.00011288378916846928,0.05953031870536353
253,0.1,0.0001128837891684693,1.623776739188731e-05,0.0018729486228855371
254,0.1,1.6237767391887242e-05,2.335721469090131e-06,4.1345812914973805e-05
255,0.1,2.3357214690901215e-06,3.3598182862837884e-07,8.635919663000858e-07
256,0.1,3.3598182862837884e-07,4.832930238571773e-08,1.7893112691040345e-08
257,0.1,4.832930238571773e-08,6.951927961775649e-09,3.703068186948853e-10
258,0.1,6.951927961775619e-09,1.000000000000004e-09,7.663581544606043e-12
259,0.1,1e-09,1.438449888287666e-10,1.586322951211019e-13
260,0.1,10000000.0,263665.0898730366,1.0051724808821237e-05
261,0.1,1438449.888287663,37926.901907322615,3.348840017920768e-06
262,0.1,206913.80811147904,5455.594781168537,3.415896022373994e-06
263,0.1,29763.51441631319,784.759970351464,3.5937031981033236e-06
264,0.1,4281.332398719396,112.8837891684693,4.075721361010824e-06
265,0.1,615.8482110660267,16.237767391887274,5.622275742491491e-06
266,0.1,88.58667904100832,2.335721469090131,1.4205270619406443e-05
267,0.1,12.742749857031349,0.3359818286283795,0.00015051995456288628
268,0.1,1.8329807108324376,0.048329302385717726,0.004839720306698658
269,0.1,0.2636650898730361,0.006951927961775634,0.11756725899763434
270,0.1,0.03792690190732254,0.0010000000000000041,0.35925119194703875
271,0.1,0.005455594781168515,0.0001438449888287666,0.08315463383302288
272,0.1,0.0007847599703514623,2.0691380811147985e-05,0.0029773121899106677
273,0.1,0.0001128837891684693,2.9763514416313376e-06,6.693354740968547e-05
274,0.1,1.6237767391887242e-05,4.2813323987194133e-07,1.4016684269224545e-06
275,0.1,2.3357214690901215e-06,6.15848211066028e-08,2.9052622014066803e-08
276,0.1,3.3598182862837884e-07,8.85866790410087e-09,6.012907769534521e-10
277,0.1,4.832930238571773e-08,1.2742749857031428e-09,1.244482693234906e-11
278,0.1,6.951927961775619e-09,1.832980710832445e-10,2.57583382517192e-13
279,0.1,1e-09,2.6366508987303666e-11,5.3297598152968555e-15
280,0.1,10000000.0,48329.30238571752,6.774132787057346e-06
281,0.1,1438449.888287663,6951.927961775606,3.3478828981571773e-06
282,0.1,206913.80811147904,1000.0000000000002,3.4165153900593448e-06
283,0.1,29763.51441631319,143.8449888287663,3.5981463795693308e-06
284,0.1,4281.332398719396,20.691380811147905,4.1098608041329375e-06
285,0.1,615.8482110660267,2.9763514416313193,5.934065373498093e-06
286,0.1,88.58667904100832,0.42813323987193963,1.996664174227466e-05
287,0.1,12.742749857031349,0.06158482110660268,0.00043008978331062105
288,0.1,1.8329807108324376,0.008858667904100833,0.01766031050666745
289,0.1,0.2636650898730361,0.001274274985703135,0.1610309175198693
290,0.1,0.03792690190732254,0.0001832980710832438,0.09533310833796603
291,0.1,0.005455594781168515,2.6366508987303556e-05,0.004677709362426054
292,0.1,0.0007847599703514623,3.792690190732254e-06,0.00010825285210190792
293,0.1,0.0001128837891684693,5.455594781168537e-07,2.2747305479360967e-06
294,0.1,1.6237767391887242e-05,7.847599703514623e-08,4.717119280871191e-08
295,0.1,2.3357214690901215e-06,1.1288378916846885e-08,9.763521954157352e-10
296,0.1,3.3598182862837884e-07,1.6237767391887245e-09,2.0203748361013017e-11
297,0.1,4.832930238571773e-08,2.335721469090131e-10,4.1825780613411845e-13
298,0.1,6.951927961775619e-09,3.359818286283788e-11,8.654339708692907e-15
299,0.1,1e-09,4.832930238571753e-12,1.7907025749129728e-16
300,0.1,10000000.0,8858.667904100832,1.3467189060351237e-05
301,0.1,1438449.888287663,1274.2749857031347,3.3483643849897974e-06
302,0.1,206913.80811147904,183.29807108324377,3.419891504783264e-06
303,0.1,29763.51441631319,26.366508987303607,3.6226352474960567e-06
304,0.1,4281.332398719396,3.792690190732254,4.3052678783135875e-06
305,0.1,615.8482110660267,0.5455594781168525,8.42854099455439e-06
306,0.1,88.58667904100832,0.07847599703514622,0.00010475110818865537
307,0.1,12.742749857031349,0.011288378916846907,0.002750983591426585
308,0.1,1.8329807108324376,0.0016237767391887243,0.04195640477460358
309,0.1,0.2636650898730361,0.0002335721469090126,0.05845926431462483
310,0.1,0.03792690190732254,3.359818286283788e-05,0.006927140328511737
311,0.1,0.005455594781168515,4.832930238571752e-06,0.00017468246405588072
312,0.1,0.0007847599703514623,6.951927961775619e-07,3.690945912526577e-06
313,0.1,0.0001128837891684693,1.000000000000004e-07,7.658769212756497e-08
314,0.1,1.6237767391887242e-05,1.4384498882876658e-08,1.5853619649764125e-09
315,0.1,2.3357214690901215e-06,2.06913808111479e-09,3.280796550357662e-11
316,0.1,3.3598182862837884e-07,2.9763514416313253e-10,6.791570907691947e-13
317,0.1,4.832930238571773e-08,4.281332398719414e-11,1.4052714902619729e-14
318,0.1,6.951927961775619e-09,6.158482110660279e-12,2.90770123745291e-16
319,0.1,1e-09,8.858667904100832e-13,6.0166456590814445e-18
320,0.1,10000000.0,1623.7767391887242,1.3458151361046566e-05
321,0.1,1438449.888287663,233.5721469090126,3.350975998290938e-06
322,0.1,206913.80811147904,33.59818286283788,3.438438695714951e-06
323,0.1,29763.51441631319,4.832930238571762,3.7615400201227014e-06
324,0.1,4281.332398719396,0.695192796177562,5.747942082105042e-06
325,0.1,615.8482110660267,0.1000000000000002,5.0694259271747924e-05
326,0.1,88.58667904100832,0.014384498882876658,0.0007481657540058237
327,0.1,12.742749857031349,0.0020691380811147944,0.010096330180499338
328,0.1,1.8329807108324376,0.00029763514416313253,0.01801554396235655
329,0.1,0.2636650898730361,4.2813323987194046e-05,0.0073301538700449404
330,0.1,0.03792690190732254,6.15848211066028e-06,0.00027850061557255034
331,0.1,0.005455594781168515,8.858667904100831e-07,5.986360995734276e-06
332,0.1,0.0007847599703514623,1.2742749857031372e-07,1.2434459754764122e-07
333,0.1,0.0001128837891684693,1.832980710832445e-08,2.5741993243250627e-09
334,0.1,1.6237767391887242e-05,2.636650898730366e-09,5.327126501939519e-11
335,0.1,2.3357214690901215e-06,3.792690190732254e-10,1.1027990606028168e-12
336,0.1,3.3598182862837884e-07,5.455594781168537e-11,2.2818470278061493e-14
337,0.1,4.832930238571773e-08,7.847599703514656e-12,4.721457614430214e-16
338,0.1,6.951927961775619e-09,1.1288378916846928e-12,9.769689310733517e-18
339,0.1,1e-09,1.6237767391887242e-13,2.0237816340031293e-19
340,0.1,10000000.0,297.6351441631325,1.0050983659845569e-05
341,0.1,1438449.888287663,42.813323987194046,4.172476246627265e-06
342,0.1,206913.80811147904,6.15848211066028,3.542601887376275e-06
343,0.1,29763.51441631319,0.8858667904100851,4.718632814082062e-06
344,0.1,4281.332398719396,0.12742749857031374,3.114007729330773e-05
345,0.1,615.8482110660267,0.018329807108324412,0.0003526482180445868
346,0.1,88.58667904100832,0.0026366508987303665,0.0032278895633987828
347,0.1,12.742749857031349,0.0003792690190732262,0.004711010464383709
348,0.1,1.8329807108324376,5.4555947811685374e-05,0.0033668623506768226
349,0.1,0.2636650898730361,7.84759970351464e-06,0.0004061157299597651
350,0.1,0.03792690190732254,1.1288378916846932e-06,9.687449865736713e-06
351,0.1,0.005455594781168515,1.6237767391887244e-07,2.018649876629277e-07
352,0.1,0.0007847599703514623,2.335721469090131e-08,4.17982713273151e-09
353,0.1,0.0001128837891684693,3.359818286283802e-09,8.64980796886817e-11
354,0.1,1.6237767391887242e-05,4.832930238571772e-10,1.7906985806961422e-12
355,0.1,2.3357214690901215e-06,6.95192796177562e-11,3.70520987750463e-14
356,0.1,3.3598182862837884e-07,1.0000000000000043e-11,7.666592992756964e-16
357,0.1,4.832930238571773e-08,1.4384498882876722e-12,1.5863794520182304e-17
358,0.1,6.951927961775619e-09,2.0691380811147985e-13,3.2861672205709024e-19
359,0.1,1e-09,2.9763514416313255e-14,6.863295850074557e-21
360,0.1,10000000.0,54.555947811685364,6.029852031555702e-06
361,0.1,1438449.888287663,7.847599703514639,3.6977299709878897e-06
362,0.1,206913.80811147904,1.128837891684693,4.2228407724874545e-06
363,0.1,29763.51441631319,0.16237767391887276,2.0787933548932124e-05
364,0.1,4281.332398719396,0.02335721469090131,0.0002230954336676943
365,0.1,615.8482110660267,0.0033598182862837945,0.001552983261900325
366,0.1,88.58667904100832,0.0004832930238571772,0.0016351907369720811
367,0.1,12.742749857031349,6.951927961775634e-05,0.0008872636863194174
368,0.1,1.8329807108324376,1.0000000000000041e-05,0.0003669938377628448
369,0.1,0.2636650898730361,1.4384498882876689e-06,1.5399915695381513e-05
370,0.1,0.03792690190732254,2.0691380811147987e-07,3.275784320179949e-07
371,0.1,0.005455594781168515,2.9763514416313254e-08,6.786831946745023e-09
372,0.1,0.0007847599703514623,4.281332398719413e-09,1.40453301443506e-10
373,0.1,0.0001128837891684693,6.158482110660304e-10,2.9073758488999674e-12
374,0.1,1.6237767391887242e-05,8.858667904100868e-11,6.016433057174178e-14
375,0.1,2.3357214690901215e-06,1.2742749857031375e-11,1.2448835247283402e-15
376,0.1,3.3598182862837884e-07,1.8329807108324452e-12,2.5759259779823288e-17
377,0.1,4.832930238571773e-08,2.6366508987303776e-13,5.336002942458252e-19
378,0.1,6.951927961775619e-09,3.792690190732269e-14,1.1142937464492857e-20
379,0.1,1e-09,5.455594781168537e-15,2.306049253099602e-22
380,0.1,10000000.0,10.0,4.0550780027414655e-06
381,0.1,1438449.888287663,1.438449888287663,3.946465556751864e-06
382,0.1,206913.80811147904,0.20691380811147905,1.444742939855928e-05
383,0.1,29763.51441631319,0.02976351441631319,0.00016015954906851203
384,0.1,4281.332398719396,0.004281332398719397,0.000995599012644049
385,0.1,615.8482110660267,0.0006158482110660266,0.0009362739600694866
386,0.1,88.58667904100832,8.858667904100833e-05,0.0002457037199831933
387,0.1,12.742749857031349,1.274274985703135e-05,0.00013674864243744904
388,0.1,1.8329807108324376,1.8329807108324377e-06,2.1335641803586532e-05
389,0.1,0.2636650898730361,2.636650898730361e-07,5.29819161103702e-07
390,0.1,0.03792690190732254,3.792690190732254e-08,1.101903274128169e-08
391,0.1,0.005455594781168515,5.455594781168515e-09,2.2805522346238044e-10
392,0.1,0.0007847599703514623,7.847599703514623e-10,4.720204178208906e-12
393,0.1,0.0001128837891684693,1.128837891684693e-10,9.76934292636369e-14
394,0.1,1.6237767391887242e-05,1.6237767391887243e-11,2.0214128735533318e-15
395,0.1,2.3357214690901215e-06,2.3357214690901214e-12,4.1825825912908826e-17
396,0.1,3.3598182862837884e-07,3.3598182862837883e-13,8.664484091523205e-19
397,0.1,4.832930238571773e-08,4.8329302385717724e-14,1.8093659161621946e-20
398,0.1,6.951927961775619e-09,6.951927961775619e-15,3.7443645560150387e-22
399,0.1,1e-09,1e-15,7.738952611548444e-24
400,0.23357214690901226,23357214.690901227,2335721469090122.5,1.5874506970181131e-07
401,0.23357214690901226,3359818.286283783,335981828628378.3,1.3816638581514283e-07
