observableId	simulationConditionId	time	measurement
obs_a	c_1	0.0	0.75
obs_a	c_1	11.11111111111111	0.6296417087829146
obs_a	c_1	22.22222222222222	0.5270347285000492
obs_a	c_1	33.33333333333333	0.4381984367949166
obs_a	c_1	44.44444444444444	0.36163585830847406
obs_a	c_1	55.55555555555556	0.29599864038932205
obs_a	c_1	66.66666666666666	0.24006958196972433
obs_a	c_1	77.77777777777777	0.1927467780515218
obs_a	c_1	88.88888888888889	0.1530295221874691
obs_a	c_1	100.0	0.12000569916081763
obs_b	c_1	0.0	2.25
obs_b	c_1	11.11111111111111	2.107476214464639
obs_b	c_1	22.22222222222222	1.974180386567594
obs_b	c_1	33.33333333333333	1.8423484542797683
obs_b	c_1	44.44444444444444	1.7121401975653707
obs_b	c_1	55.55555555555556	1.583768728817861
obs_b	c_1	66.66666666666666	1.4575068642342024
obs_b	c_1	77.77777777777777	1.333693081543932
obs_b	c_1	88.88888888888889	1.2127362834262907
obs_b	c_1	100.0	1.0951182865866331
obs_a	c_2	0.0	1.5
obs_a	c_2	11.11111111111111	1.310952981624691
obs_a	c_2	22.22222222222222	1.1451278445416928
obs_a	c_2	33.33333333333333	0.9980364945233526
obs_a	c_2	44.44444444444444	0.8676970895698846
obs_a	c_2	55.55555555555556	0.752337143897594
obs_a	c_2	66.66666666666666	0.6503708444297255
obs_a	c_2	77.77777777777777	0.5603797223001789
obs_a	c_2	88.88888888888889	0.48109458473088257
obs_a	c_2	100.0	0.411379456484218
obs_b	c_2	0.0	1.5
obs_b	c_2	11.11111111111111	1.4365812912219609
obs_b	c_2	22.22222222222222	1.3783911382886507
obs_b	c_2	33.33333333333333	1.320889883537384
obs_b	c_2	44.44444444444444	1.2640332137607238
obs_b	c_2	55.55555555555556	1.2077806795686956
obs_b	c_2	66.66666666666666	1.1520963762250183
obs_b	c_2	77.77777777777777	1.0969497609369478
obs_b	c_2	88.88888888888889	1.0423166376374193
obs_b	c_2	100.0	0.988180240314333
obs_a	c_3	0.0	2.25
obs_a	c_3	11.11111111111111	1.9968011987086765
obs_a	c_3	22.22222222222222	1.772120065555494
obs_a	c_3	33.33333333333333	1.5715629876784218
obs_a	c_3	44.44444444444444	1.3925846130140562
obs_a	c_3	55.55555555555556	1.2329075748034017
obs_a	c_3	66.66666666666666	1.0904945269995217
obs_a	c_3	77.77777777777777	0.9635227883861184
obs_a	c_3	88.88888888888889	0.8503617932412203
obs_a	c_3	100.0	0.7495528133529712
obs_b	c_3	0.0	0.75
obs_b	c_3	11.11111111111111	0.7240860441375189
obs_b	c_3	22.22222222222222	0.700985250102371
obs_b	c_3	33.33333333333333	0.6783405650324126
obs_b	c_3	44.44444444444444	0.6561308706700529
obs_b	c_3	55.55555555555556	0.6343353582304808
obs_b	c_3	66.66666666666666	0.6129335436682969
obs_b	c_3	77.77777777777777	0.5919052809588057
obs_b	c_3	88.88888888888889	0.5712307931066276
obs_b	c_3	100.0	0.5508906992720051
