time_point,kpAA_ST,kpAA_ST_conf,kpAB_ST,kpAB_ST_conf,kpBA_ST,kpBA_ST_conf,kpBB_ST,kpBB_ST_conf,kdBB_ST,kdBB_ST_conf
10.526315789473685,0.1401388405221557,0.06668199751288942,0.09134196911779383,0.04270719684074059,0.8833969869735446,0.22094313186703396,0.007266319718713762,0.00459624814119963,0.00047576413628334826,0.0007579957515414681
21.05263157894737,0.12810367370328618,0.07039160446306192,0.07917589190892486,0.036654036114065154,0.8566619902320728,0.19833851259720067,0.02105939123358923,0.012231463650572998,0.0018134213518732588,0.0015512139207032776
31.578947368421055,0.13699174333358183,0.08608086540113824,0.08137658283707168,0.04565274287593599,0.8654794340730914,0.1971698044816031,0.03357594960147211,0.020225303480923325,0.005172601302703943,0.0054127865247677286
42.10526315789474,0.1533116806253094,0.1026403937266459,0.08673578331470827,0.0529013852546382,0.8864528450695829,0.21467494867744602,0.046237922156852206,0.026796788979299956,0.010392791807358208,0.008357562021823205
52.631578947368425,0.17248470593841705,0.10818671928664401,0.09008360030685506,0.05313934651505133,0.9137020885393105,0.23071297794050957,0.06140211121415587,0.036175012133221766,0.016365048674806117,0.01222509580895941
63.15789473684211,0.19202620494104342,0.09887067889760776,0.08903387905125895,0.06004030193457625,0.945684213999979,0.2558191653551902,0.07865761075389058,0.04978415166025799,0.02333001713318364,0.01625273533127353
73.6842105263158,0.2095329868400639,0.13472967159517496,0.08358861612207683,0.05178780043536785,0.9769057841811575,0.22964340949658413,0.0973619860925628,0.07288182548756504,0.03168270610665583,0.023071018831024758
84.21052631578948,0.22313746531938222,0.1449817653086709,0.07634950222911316,0.050183312578077836,1.003796898691627,0.2471618961281396,0.11776723684107993,0.08108316995773235,0.042204127257165276,0.03025859751181477
94.73684210526316,0.2335064195222115,0.16251904022520067,0.07154466421157028,0.05138672705718465,1.0259766894055045,0.23432863251913857,0.14087215412293885,0.10561980860813885,0.05636566596889324,0.049885001626873524
105.26315789473685,0.24099001585421514,0.17280692533486536,0.0706199507326416,0.05580891520092786,1.0429516674807617,0.26115514670252055,0.16376267417410847,0.1284041017130953,0.07211233179017311,0.06556770966560155
115.78947368421053,0.24521588322512622,0.1759545198894183,0.07168995794784169,0.055511637235488714,1.0563140159296995,0.2614985936006829,0.1813685847081119,0.14368292838455907,0.08460357445584006,0.08109329741317901
126.31578947368422,0.24733034435321946,0.16120211234643997,0.07319850652566472,0.049537097528936994,1.0674008855048038,0.27825109790429847,0.1936714935131009,0.1389970971384333,0.09377987463654648,0.08563316309510616
136.84210526315792,0.24831284226852754,0.16628039957443252,0.07481291546602534,0.06845857304991629,1.077725372993745,0.2790326192891915,0.2023382583111649,0.1639824598162418,0.10129599762607029,0.09815722201788354
147.3684210526316,0.2485963962488874,0.17436011345857097,0.07649021753057675,0.06797748578503716,1.0878716188231374,0.26734715100666057,0.2084443547089801,0.1770119100839536,0.10813855625413034,0.10214644603971468
157.89473684210526,0.24835583421238744,0.18659112948619516,0.07816571457623711,0.0645660501674713,1.097800011101546,0.261317642126248,0.21255221556860326,0.1858665031747979,0.11463683667117625,0.1376702816095224
168.42105263157896,0.247662210388357,0.2035800220724742,0.07969843495739772,0.06620079780602822,1.1071087915548112,0.28287553979097085,0.21499810804521838,0.17300327645306965,0.12068321229348794,0.12176676287261505
178.94736842105266,0.24666416653812154,0.18509549999919855,0.08085076765330107,0.0742706081784403,1.1154553111465586,0.24669098636128609,0.2161987567213726,0.18969875159220084,0.12576807733432438,0.12784709284659598
189.47368421052633,0.24585662985295073,0.1774591972334339,0.08122208220734559,0.0755519803220266,1.1233843817534523,0.28191306594395527,0.2171425983079967,0.18517143382901638,0.12870192062974847,0.13690896794313373
200.0,0.24588710876368,0.18041805605444575,0.08037879933998548,0.06861435005346893,1.1313869613155765,0.27996020933057036,0.21948079984169017,0.16382994098196646,0.1276768488008058,0.13611811850505595
