time_point,kpAA_ST,kpAA_ST_conf,kpAB_ST,kpAB_ST_conf,kpBA_ST,kpBA_ST_conf,kpBB_ST,kpBB_ST_conf,kdBB_ST,kdBB_ST_conf,fA_ST,fA_ST_conf
10.526315789473685,0.005417841089416629,0.007313778105753695,0.02378761430025443,0.03196132330059822,0.4770505773236266,0.5604248439105255,0.40069173925733514,0.38757647713269877,0.13292289534551172,0.1874872658761384,0.7973413131282602,0.406301260195237
21.05263157894737,0.013621243079435345,0.017758947194752534,0.043954974267790055,0.05005418470839107,0.34395257507926025,0.30496032612431273,0.3019572447511774,0.2219975308238878,0.196219284941475,0.28343462627477095,1.0094520820235546,0.5211677384631486
31.578947368421055,0.02061070216079711,0.02555657988381269,0.05421105146349227,0.06242387785694316,0.24850156970527806,0.23248450674143167,0.22162612749012112,0.17497440537497952,0.20665682747736897,0.2808822450722899,1.0301257212544623,0.5967580229349898
42.10526315789474,0.02618144129074211,0.03557065015873632,0.05894408456707719,0.06264829257202374,0.18596896965277415,0.1589832463239127,0.17883756414001337,0.16489837250371606,0.19867404832792893,0.26611630515644624,0.9829317844357247,0.4015458033555826
52.631578947368425,0.030605817336784302,0.05174288816231645,0.06095682801940066,0.05551767370052126,0.1447616924194557,0.1522233667595164,0.15591924666190396,0.15877246908212617,0.18570902512109225,0.3273336608087881,0.9249187502331615,0.3915912203631485
63.15789473684211,0.03417170256576517,0.044039491036637055,0.0616056798497815,0.06895820477314508,0.11720327826436336,0.12363951834239605,0.14254878647473349,0.13906697633980472,0.17265663438506518,0.28591428923094975,0.8716396117815138,0.34999117879612435
73.6842105263158,0.03708820699982396,0.06571391177250248,0.061648306167529254,0.07517665804891702,0.09830173094202238,0.11282761575658141,0.13401826497533784,0.1644586319719227,0.161621048785934,0.24242214977163218,0.8260880151924926,0.3520971563709183
84.21052631578948,0.03949246656607477,0.06169178385593687,0.06144857902965897,0.06686525864085245,0.08502567431836343,0.11076482127794876,0.12816451230656653,0.16703808219467475,0.15284622535457174,0.2610898132088489,0.7879307240648016,0.2874829800990117
94.73684210526316,0.041479639927345255,0.06273489410523411,0.06114173740448787,0.07435760982620473,0.07549752384978868,0.09048587804345062,0.12392219322386369,0.14352485642350618,0.14597945005098004,0.24891144240717167,0.7560564434002243,0.27902277815547094
105.26315789473685,0.043120957827696094,0.06825068537407046,0.0607815820842708,0.06397017839486627,0.0685133297387803,0.09582018696109794,0.12071795350090994,0.17206214050770105,0.1406253406364624,0.25665708604645504,0.7292907578717335,0.23335787391835372
115.78947368421053,0.04447374156986022,0.06354265237737691,0.06039430805147124,0.05887637044920979,0.06328547626359014,0.07257774128763679,0.11821691890338078,0.12760858607098086,0.13644281522044263,0.1996766530574608,0.7066202292383101,0.24443905566325824
126.31578947368422,0.04558651230640759,0.08279277724472363,0.05999507445321639,0.06894619141380104,0.05929464473427651,0.08493297453231786,0.11621172160326262,0.18426324397801339,0.13315892102481605,0.2132677006081099,0.6872380012483006,0.2366956174626384
136.84210526315792,0.04650085017212979,0.06318807507204542,0.05959372126045727,0.06629949404614859,0.05619463328048459,0.06772823454970046,0.1145688442734374,0.1360135313998011,0.1305645285591525,0.21007188038809407,0.6705210763017588,0.19534411213934882
147.3684210526316,0.047251017453483195,0.07977154375775497,0.05919689397130755,0.055084158965978514,0.05374928303174761,0.07345092149092074,0.11319869267694152,0.13929154347432743,0.12850262349558542,0.21504463629617768,0.6559895474988547,0.22329710269291989
157.89473684210526,0.04786565518457134,0.08373530811875203,0.058809273121498945,0.07722847458053353,0.051793796137502464,0.07596779136360127,0.11203882095969486,0.1414167843592389,0.12685550030232445,0.18087158414631982,0.6432709816582913,0.19936719275494472
168.42105263157896,0.04836882881196456,0.07751280131412833,0.058434188282392406,0.06600114792789459,0.05021093023673397,0.077905702379717,0.111044375527362,0.15019678882182233,0.1255345952277203,0.2177534501282953,0.6320731956023459,0.21816345088272843
178.94736842105266,0.04878056006096453,0.07851528077392612,0.058073811118090055,0.06183014102749082,0.04891552200239051,0.07360251123326654,0.1101835681965944,0.1326893539475246,0.12447237616958035,0.17484277312995344,0.622163825845658,0.18842429356634313
189.47368421052633,0.04911738561520889,0.08227144627033917,0.05772946755992624,0.06355199872204131,0.04784467967152346,0.08036989206027578,0.1094333432253469,0.17192333436840213,0.12361684911145786,0.1963867847909554,0.6133557104615608,0.18384758833986473
200.0,0.04939291806073696,0.0794849080446594,0.057401945945922586,0.06879660017545511,0.04695146923119918,0.08006143793492977,0.1087753764509385,0.16398980398724247,0.12292788627066269,0.19414387031576696,0.6054964206778344,0.20193319134618978
