time_point,k1_delta,k1_delta_conf,k1_S1,k1_S1_conf,k2_delta,k2_delta_conf,k2_S1,k2_S1_conf
0.10101010101010101,0.31802508976733224,0.011204109390777648,0.4473237975851388,0.02351585330699086,0.3015105472953989,0.011257784581734057,0.4597504531009756,0.024184414949572644
0.20202020202020202,0.32017217505296414,0.012113472685030137,0.471266208800342,0.024892707999320005,0.31505461735782814,0.012548257066958833,0.47055163309940823,0.024513466192982
0.30303030303030304,0.29262378409815765,0.012327720817218172,0.45174843433169976,0.025885882521263517,0.31750297676129596,0.013164476293158757,0.44288040569392967,0.023889066434353366
0.40404040404040403,0.339896498504339,0.011990982607971013,0.4648134674881567,0.026022378573552465,0.2992126146413805,0.011093118060578841,0.45630052265377735,0.02370761805825432
0.5050505050505051,0.3036034084067041,0.010947748778319255,0.4586936616238335,0.02000839280038912,0.32029047704000474,0.012330268332044661,0.4739965205376718,0.025562073022114194
0.6060606060606061,0.3099259258434811,0.012979777473247517,0.48333716292512036,0.02423987969966366,0.32789479302160635,0.011105289229347896,0.4748457470655436,0.02564663578452092
0.7070707070707071,0.3198880058962017,0.013130588835618295,0.462662117920255,0.02423421029692171,0.30872713129757456,0.012202159989018524,0.490476221805024,0.022999084824809092
0.8080808080808081,0.3009476313442795,0.011788358680624564,0.4711362265367257,0.02183463371950483,0.31808508178498257,0.011140466445706243,0.4866489081387733,0.026230661579159535
0.9090909090909091,0.3235744330281916,0.01170598151492179,0.47262064874688775,0.02439596386152509,0.3060002094162776,0.012397640845869926,0.4861867510772164,0.022279193569823198
1.0101010101010102,0.32849776494845123,0.011687100236596498,0.45206590482962694,0.025684976531667028,0.30749473547014167,0.011749893339490078,0.48468521322666547,0.023510693808836705
1.1111111111111112,0.3327533501712206,0.012562801540580806,0.47615662686800386,0.023172616295056733,0.3451092031860593,0.013036058067385857,0.4745868364706828,0.024537932867787195
1.2121212121212122,0.33338686955759583,0.012627507930000314,0.4596653591545976,0.023434348546843103,0.31834914387353985,0.012855980557656896,0.482239778915314,0.024535603935587878
1.3131313131313131,0.30758115158101956,0.012360437755429388,0.46984360303381434,0.025079484718229877,0.32866034573570135,0.01382696965639598,0.47993510255956284,0.022919792399098853
1.4141414141414141,0.30126602166237726,0.012221995847289568,0.4658396051461853,0.02492661531826628,0.32153938609868765,0.011995837433098192,0.47236196475721737,0.02268495046057903
1.5151515151515151,0.30193693502907626,0.012463129657512112,0.4926789010648818,0.0259707206777591,0.3274624584994008,0.012346823043802406,0.4645401822628957,0.026797853827358324
1.6161616161616161,0.34388610955760135,0.012425169832756093,0.47883020039706103,0.023808432736239796,0.3376433863722666,0.011616734555213056,0.48251968748017793,0.021993306318441673
1.7171717171717171,0.32530398851500136,0.011777165795605624,0.47736133015796073,0.025607361252944875,0.3100682905740989,0.012920225626726277,0.4863370906041767,0.024329936428300458
1.8181818181818181,0.3040837257985817,0.010858260201017395,0.4717107798777343,0.025547190709123375,0.32224502614391043,0.0105287492095518,0.47359897306156157,0.02455026075057206
1.9191919191919191,0.3154553366469805,0.014247015415661451,0.49118607881078347,0.024475652501057665,0.3409045285516326,0.011838302679184837,0.47448997614567484,0.024410073620648703
2.0202020202020203,0.30435084011934355,0.012635800423127036,0.4504407813844182,0.023177274587011614,0.3186903847486478,0.011740736731498105,0.4939700787279227,0.02128377099943772
2.121212121212121,0.3178252932823415,0.013060551457020585,0.47148592500554387,0.027850490650178576,0.32474686892600696,0.012177522839349959,0.4650272474588321,0.022780839946750023
