time_point,kpAA_ST,kpAA_ST_conf,kpAB_ST,kpAB_ST_conf,kpBA_ST,kpBA_ST_conf,kpBB_ST,kpBB_ST_conf,kdBB_ST,kdBB_ST_conf
10.526315789473685,0.5168555896936923,0.3727782346822639,0.7506867562225861,0.3741263501939079,0.036565181763398784,0.029456327706607395,0.005778355907096031,0.005888404632884096,0.0013133757395000542,0.002074793405490155
21.05263157894737,0.5492594644535505,0.35689987598056855,0.7396747318860903,0.38082285987319275,0.07378707379707182,0.04628257375632998,0.02572337277399939,0.027930911917391443,0.007376252474750166,0.010967900666565729
31.578947368421055,0.5544380924170772,0.48106553243395334,0.7301636883120936,0.3128251796165648,0.09401385642452154,0.06815522508814129,0.049315471294512456,0.04628661168610414,0.012269049417427534,0.016822496159529736
42.10526315789474,0.5514895760341387,0.4405959430279698,0.7169107899806636,0.39777184962439294,0.10603945058893333,0.08741869174311082,0.06927073127401615,0.07453348563330242,0.015415162588870336,0.020128109617266188
52.631578947368425,0.5481097107405134,0.4299264759334263,0.7044932100800047,0.39461768418438387,0.11479868118113604,0.1061784105296322,0.08474356340951458,0.08221654418232682,0.01794362426645931,0.021270560473513236
63.15789473684211,0.5449634567214763,0.5076999182494233,0.6944200870776767,0.3679857095713309,0.12104169574457971,0.1290144270936541,0.09638199948817518,0.10835820412266896,0.02001608974202609,0.022754279002301866
73.6842105263158,0.5414873410197315,0.41504008406944054,0.6868112955537999,0.38229278511891346,0.12524734650553057,0.12375295834287724,0.10503848765177327,0.10782802172809071,0.021794478024931507,0.03030240215282317
84.21052631578948,0.5375646797453429,0.3797043975257127,0.6811318958545632,0.2864304745650742,0.12800230549818714,0.14198172535940637,0.11152796052570403,0.1260914663865642,0.023385707044689993,0.026025081091959716
94.73684210526316,0.5333690651951354,0.40631273723981665,0.6769930209068767,0.4050007314837807,0.1298352008018964,0.13791717687622929,0.11660565195755225,0.11339308344250607,0.024824409163118788,0.028659269946491654
105.26315789473685,0.5292864319960084,0.3555313576641986,0.6738976322409628,0.3244085490091071,0.1311204122738719,0.14917270077173744,0.1207590853884875,0.1309091759643175,0.026127882545409317,0.02631275603314097
115.78947368421053,0.5254398802829798,0.43954195484760794,0.671490009000892,0.3265439220573376,0.13207971481181183,0.13995601140126365,0.12424390606934946,0.1274028132084329,0.02730715613694696,0.024327085969989427
126.31578947368422,0.5218209255163618,0.4535161953039631,0.6695877453554424,0.34484458393389067,0.13284198148833778,0.14230368751798844,0.12721602290865608,0.13216828354867002,0.028371559415721146,0.03803802715267134
136.84210526315792,0.5184055819781563,0.36647971977306565,0.668037357703985,0.37652935186328257,0.1334791048823942,0.13387399529082408,0.1297753255279928,0.13055902753673726,0.029329593169620395,0.0303498911412242
147.3684210526316,0.5151753007619935,0.36727760716405167,0.6667172590859919,0.32087650162020465,0.13403031989952308,0.14722766090425526,0.13199123125011647,0.12973822692063403,0.030189571258107693,0.02947040683400517
157.89473684210526,0.5121227635762126,0.35322324432651425,0.6655525447403683,0.31973677787733185,0.13451739090395293,0.15574795059262184,0.13392037032709508,0.14518874710258076,0.030959820306448053,0.027485537534324596
168.42105263157896,0.5092424677825044,0.3677392580029723,0.6645103995809861,0.3520446897291206,0.13495229817378504,0.13900608473741113,0.13561134675722777,0.12923178190522114,0.03164839167654563,0.034227155242235484
178.94736842105266,0.5065271579343511,0.3404562819145123,0.6635757214349964,0.3041720145927716,0.1353411319496921,0.15938527915720177,0.13710280753770784,0.14733473857149854,0.03226294080848694,0.02872663045871687
189.47368421052633,0.5039689609061169,0.3845938135811448,0.6627101866354151,0.35142169803861417,0.13568856387511755,0.12224854502055682,0.1384258179227218,0.1209570991074255,0.03281082330935753,0.028369091846317463
200.0,0.5015452543070953,0.35515832601019126,0.6618862733250798,0.40344548100393424,0.13599832128271594,0.13843772008707644,0.13960246608231713,0.12024562865965557,0.03329815969098393,0.035881055516106826
