observableId	simulationConditionId	time	measurement
obs_a	c_0	0.0	0.25
obs_a	c_0	157.89473684210526	0.2421098730859106
obs_a	c_0	315.7894736842105	0.2340621418109022
obs_a	c_0	473.6842105263158	0.22638556558194933
obs_a	c_0	631.578947368421	0.21907067079193332
obs_a	c_0	789.4736842105262	0.21209098748122596
obs_a	c_0	947.3684210526316	0.20541742386331802
obs_a	c_0	1105.2631578947369	0.19902394912385543
obs_a	c_0	1263.157894736842	0.19288851573034446
obs_a	c_0	1421.0526315789473	0.1869926909874658
obs_a	c_0	1578.9473684210525	0.18132087422200777
obs_a	c_0	1736.842105263158	0.17585966413235066
obs_a	c_0	1894.7368421052631	0.1705973822724419
obs_a	c_0	2052.6315789473683	0.16552369272924783
obs_a	c_0	2210.5263157894738	0.16062933424735326
obs_a	c_0	2368.4210526315787	0.1559059203061472
obs_a	c_0	2526.315789473684	0.15134575721916088
obs_a	c_0	2684.2105263157896	0.14694177573447806
obs_a	c_0	2842.1052631578946	0.1426874056566576
obs_a	c_0	3000.0	0.1385765155475131
obs_b	c_0	0.0	0.75
obs_b	c_0	157.89473684210526	0.6362576324464111
obs_b	c_0	315.7894736842105	0.5590962906769341
obs_b	c_0	473.6842105263158	0.5070432414356909
obs_b	c_0	631.578947368421	0.4691761225162942
obs_b	c_0	789.4736842105262	0.43980809089340234
obs_b	c_0	947.3684210526316	0.41590791180243114
obs_b	c_0	1105.2631578947369	0.3957666149477345
obs_b	c_0	1263.157894736842	0.3783568980492317
obs_b	c_0	1421.0526315789473	0.3630214955142027
obs_b	c_0	1578.9473684210525	0.3493179278743718
obs_b	c_0	1736.842105263158	0.33693495494242603
obs_b	c_0	1894.7368421052631	0.32564507464147013
obs_b	c_0	2052.6315789473683	0.31527699231129674
obs_b	c_0	2210.5263157894738	0.30569833656144973
obs_b	c_0	2368.4210526315787	0.2968043465679775
obs_b	c_0	2526.315789473684	0.2885117833738841
obs_b	c_0	2684.2105263157896	0.2807513552988531
obs_b	c_0	2842.1052631578946	0.2734659616007255
obs_b	c_0	3000.0	0.2666076729870846
obs_a	c_1	0.0	0.5
obs_a	c_1	157.89473684210526	0.48195605578054335
obs_a	c_1	315.7894736842105	0.4635928812267846
obs_a	c_1	473.6842105263158	0.44589723263852526
obs_a	c_1	631.578947368421	0.42882786018558255
obs_a	c_1	789.4736842105262	0.4123502984484251
obs_a	c_1	947.3684210526316	0.39643630512634975
obs_a	c_1	1105.2631578947369	0.38106252731027207
obs_a	c_1	1263.157894736842	0.3662092759024981
obs_a	c_1	1421.0526315789473	0.35185940838592755
obs_a	c_1	1578.9473684210525	0.3379976789095127
obs_a	c_1	1736.842105263158	0.32461019102428496
obs_a	c_1	1894.7368421052631	0.31168401546609115
obs_a	c_1	2052.6315789473683	0.2992069239408401
obs_a	c_1	2210.5263157894738	0.28716719595511386
obs_a	c_1	2368.4210526315787	0.275553478938421
obs_a	c_1	2526.315789473684	0.2643546942977823
obs_a	c_1	2684.2105263157896	0.25355996245737117
obs_a	c_1	2842.1052631578946	0.24315856210224257
obs_a	c_1	3000.0	0.23313988807770888
obs_b	c_1	0.0	0.5
obs_b	c_1	157.89473684210526	0.4488864662887926
obs_b	c_1	315.7894736842105	0.40668782980516
obs_b	c_1	473.6842105263158	0.3724059831991679
obs_b	c_1	631.578947368421	0.343595840116858
obs_b	c_1	789.4736842105262	0.3187776989271726
